Quarter,Miles,NumTicketsOrdered,AirlineCompany,OriginState,DestState,PricePerTicket,Airport_x,ogCity,og,Airport_y,destCity,dest
4,854.0,1.0,United Airlines,Texas,Florida,456.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,1065.0,1.0,Spirit Airlines,New Jersey,Florida,93.5,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
2,515.0,1.0,Delta Air Lines,Georgia,Florida,117.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)"
2,1188.0,1.0,Southwest Airlines,Florida,Rhode Island,152.0,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Theodore Francis Green State Airport,Providence / Warwick,"Providence / Warwick, RI (PVD)"
2,2701.0,4.0,Delta Air Lines,Hawaii,Washington,279.0,Lihue Airport,"Lihue , Kauai","Lihue , Kauai, HI (LIH)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,1069.0,4.0,Frontier Airlines,Nevada,Texas,94.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)"
3,675.0,1.0,Southwest Airlines,Pennsylvania,Tennessee,117.0,Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
2,399.0,4.0,Alaska Airlines,Alaska,Alaska,162.0,Bethel Airport,Bethel,"Bethel, AK (BET)",Ted Stevens Anchorage International Airport,Anchorage,"Anchorage, AK (ANC)"
2,588.0,1.0,Southwest Airlines,Utah,California,289.0,Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)",Oakland International Airport,Oakland,"Oakland, CA (OAK)"
4,1814.0,1.0,American Airlines,Pennsylvania,Arizona,343.0,Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
1,529.0,3.0,American Airlines,New Jersey,North Carolina,151.5,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
4,882.0,2.0,Allegiant Air,Pennsylvania,Florida,91.0,Lehigh Valley International Airport,Allentown,"Allentown, PA (ABE)",Orlando Sanford International Airport,Orlando / Sanford,"Orlando / Sanford, FL (SFB)"
4,679.0,1.0,United Airlines,California,Washington,92.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,870.0,2.0,Allegiant Air,Indiana,Florida,99.5,Fort Wayne International Airport,Fort Wayne,"Fort Wayne, IN (FWA)",Orlando Sanford International Airport,Orlando / Sanford,"Orlando / Sanford, FL (SFB)"
4,1956.0,2.0,United Airlines,Arizona,Virginia,280.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
2,2439.0,1.0,Southwest Airlines,Maryland,California,255.0,Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)",Norman Y. Mineta San Jos International Airport,San Jose,"San Jose, CA (SJC)"
4,373.0,1.0,Delta Air Lines,Georgia,Kentucky,438.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)"
2,2514.0,1.0,American Airlines,California,New York,399.0,Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)",LaGuardia Airport,New York,"New York, NY (LGA)"
4,1303.0,3.0,American Airlines,Texas,Pennsylvania,216.5,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
1,846.0,1.0,United Airlines,California,Colorado,158.17,John Wayne Airport,Santa Ana,"Santa Ana, CA (SNA)",Denver International Airport,Denver,"Denver, CO (DEN)"
1,1390.0,7.0,Southwest Airlines,Texas,California,72.5,William P. Hobby Airport,Houston,"Houston, TX (HOU)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,1091.0,1.0,JetBlue Airways,Massachusetts,Florida,176.26,Worcester Regional Airport,Worcester,"Worcester, MA (ORH)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
1,944.0,2.0,American Airlines,Florida,New York,78.94,Orlando International Airport,Orlando,"Orlando, FL (MCO)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
2,859.0,1.0,Delta Air Lines,Georgia,Connecticut,221.16,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Bradley International Airport,Hartford,"Hartford, CT (BDL)"
3,907.0,1.0,Delta Air Lines,Minnesota,Georgia,207.0,MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,925.0,12.0,Southwest Airlines,Florida,Maryland,121.5,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
2,483.0,1.0,United Airlines,Colorado,South Dakota,457.5,Denver International Airport,Denver,"Denver, CO (DEN)",Sioux Falls Regional Airport,Sioux Falls,"Sioux Falls, SD (FSD)"
3,706.0,1.0,Southwest Airlines,Texas,Missouri,205.0,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)"
1,1972.0,2.0,American Airlines,Florida,Arizona,244.0,Miami International Airport,Miami,"Miami, FL (MIA)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
2,1979.0,1.0,Delta Air Lines,California,Michigan,560.0,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
2,500.0,1.0,American Airlines,Michigan,North Carolina,179.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
3,1774.0,1.0,Alaska Airlines,Texas,Washington,159.5,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
1,814.0,1.0,Southwest Airlines,Virginia,Florida,223.0,Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
3,1399.0,1.0,Alaska Airlines,Washington,Minnesota,295.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
1,405.0,1.0,Delta Air Lines,Virginia,Michigan,245.0,Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
4,1107.0,1.0,Alaska Airlines,Washington,Arizona,165.0,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
3,2052.0,4.0,United Airlines,California,Ohio,186.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Cleveland-Hopkins International Airport,Cleveland,"Cleveland, OH (CLE)"
1,377.0,1.0,Delta Air Lines,Georgia,North Carolina,296.0,HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)",Wilmington International Airport,Wilmington,"Wilmington, NC (ILM)"
3,3370.0,1.0,United Airlines,New Jersey,Alaska,411.59,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Ted Stevens Anchorage International Airport,Anchorage,"Anchorage, AK (ANC)"
1,2475.0,1.0,JetBlue Airways,New York,California,334.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,834.0,1.0,Southwest Airlines,Pennsylvania,Florida,310.5,Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,1075.0,1.0,Southwest Airlines,Wisconsin,Florida,166.33,General Mitchell International Airport,Milwaukee,"Milwaukee, WI (MKE)",Tampa International Airport,Tampa,"Tampa, FL (TPA)"
2,1085.0,5.0,United Airlines,New Jersey,Florida,125.0,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Miami International Airport,Miami,"Miami, FL (MIA)"
4,2039.0,1.0,United Airlines,California,Pennsylvania,165.9,Palm Springs International Airport,Palm Springs,"Palm Springs, CA (PSP)",Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)"
3,550.0,2.0,Alaska Airlines,California,Oregon,154.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Portland International Airport,Portland,"Portland, OR (PDX)"
1,451.0,1.0,Southwest Airlines,Missouri,Indiana,103.47,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",Indianapolis International Airport,Indianapolis,"Indianapolis, IN (IND)"
4,770.0,2.0,Southwest Airlines,Missouri,Colorado,181.0,St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)",Denver International Airport,Denver,"Denver, CO (DEN)"
1,431.0,1.0,American Airlines,Tennessee,Texas,334.92,Memphis International Airport,Memphis,"Memphis, TN (MEM)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
1,516.0,2.0,Delta Air Lines,Virginia,Georgia,239.0,Norfolk International Airport,Norfolk,"Norfolk, VA (ORF)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
4,397.0,2.0,Southwest Airlines,Nevada,California,111.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Sacramento International Airport,Sacramento,"Sacramento, CA (SMF)"
3,669.0,1.0,Delta Air Lines,Wisconsin,Georgia,181.5,General Mitchell International Airport,Milwaukee,"Milwaukee, WI (MKE)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
4,1199.0,1.0,Southwest Airlines,Colorado,Georgia,305.0,Denver International Airport,Denver,"Denver, CO (DEN)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,1044.0,2.0,Allegiant Air,Florida,Michigan,140.0,St. PeteCClearwater International Airport,St. Petersburg / Clearwater,"St. Petersburg / Clearwater, FL (PIE)",Gerald R. Ford International Airport,Grand Rapids,"Grand Rapids, MI (GRR)"
4,921.0,4.0,American Airlines,Virginia,Florida,126.0,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",Miami International Airport,Miami,"Miami, FL (MIA)"
1,1185.0,3.0,JetBlue Airways,Florida,Massachusetts,316.0,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
1,983.0,11.0,Delta Air Lines,Florida,Michigan,126.0,Tampa International Airport,Tampa,"Tampa, FL (TPA)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
1,413.0,1.0,American Airlines,Illinois,Pennsylvania,152.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Pittsburgh International Airport,Pittsburgh,"Pittsburgh, PA (PIT)"
4,1011.0,5.0,Southwest Airlines,Florida,New York,129.5,Orlando International Airport,Orlando,"Orlando, FL (MCO)",Buffalo Niagara International Airport,Buffalo,"Buffalo, NY (BUF)"
1,651.0,1.0,Southwest Airlines,Texas,Colorado,106.0,Dallas Love Field,Dallas,"Dallas, TX (DAL)",Denver International Airport,Denver,"Denver, CO (DEN)"
2,925.0,1.0,American Airlines,Georgia,Texas,453.0,Savannah/Hilton Head International Airport,Savannah,"Savannah, GA (SAV)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
3,547.0,2.0,Delta Air Lines,Virginia,Georgia,274.0,Ronald Reagan Washington National Airport,"Washington, D.C. / Arlington County","Washington, D.C. / Arlington County, VA (DCA)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
4,950.0,5.0,JetBlue Airways,New York,Florida,175.5,LaGuardia Airport,New York,"New York, NY (LGA)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
3,370.0,1.0,American Airlines,Arizona,California,516.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
4,920.0,1.0,Delta Air Lines,Missouri,Utah,249.5,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
3,849.0,17.0,Southwest Airlines,Florida,Illinois,184.5,Jacksonville International Airport,Jacksonville,"Jacksonville, FL (JAX)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
3,2381.0,1.0,Spirit Airlines,Nevada,Massachusetts,67.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
3,793.0,2.0,Southwest Airlines,Tennessee,Florida,148.5,Nashville International Airport,Nashville,"Nashville, TN (BNA)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
3,255.0,1.0,American Airlines,Arizona,Nevada,68.81,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
3,1912.0,1.0,Southwest Airlines,New York,Arizona,238.5,Buffalo Niagara International Airport,Buffalo,"Buffalo, NY (BUF)",Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)"
2,1345.0,1.0,American Airlines,Nevada,Texas,426.5,Reno/Tahoe International Airport,Reno,"Reno, NV (RNO)",Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)"
3,612.0,1.0,Delta Air Lines,North Carolina,Massachusetts,174.0,Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
3,1145.0,1.0,American Airlines,Florida,Michigan,147.0,Miami International Airport,Miami,"Miami, FL (MIA)",Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)"
3,2475.0,2.0,Delta Air Lines,New York,California,419.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,322.0,1.0,American Airlines,North Carolina,Virginia,211.0,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)"
3,1124.0,5.0,Delta Air Lines,Massachusetts,Minnesota,203.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
3,1065.0,1.0,United Airlines,New Jersey,Florida,468.23,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
2,1162.0,1.0,American Airlines,Texas,North Carolina,408.84,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
2,1260.0,1.0,Allegiant Air,Arizona,North Dakota,56.0,PhoenixCMesa Gateway Airport,Mesa,"Mesa, AZ (AZA)",Grand Forks International Airport,Grand Forks,"Grand Forks, ND (GFK)"
2,1262.0,1.0,Southwest Airlines,Arizona,Missouri,238.5,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)"
1,883.0,1.0,Southwest Airlines,Texas,Colorado,102.21,William P. Hobby Airport,Houston,"Houston, TX (HOU)",Denver International Airport,Denver,"Denver, CO (DEN)"
4,1670.0,2.0,Delta Air Lines,California,Louisiana,133.5,Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)",Louis Armstrong New Orleans International Airport,New Orleans,"New Orleans, LA (MSY)"
4,2026.0,3.0,Southwest Airlines,Nevada,North Carolina,390.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Raleigh-Durham International Airport,Raleigh,"Raleigh, NC (RDU)"
4,192.0,1.0,Southwest Airlines,Texas,Texas,222.0,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",William P. Hobby Airport,Houston,"Houston, TX (HOU)"
4,409.0,3.0,Delta Air Lines,Michigan,Maryland,145.21,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Baltimore/Washington International Thurgood Marshall Airport,Baltimore / Glen Burnie,"Baltimore / Glen Burnie, MD (BWI)"
3,954.0,1.0,Delta Air Lines,Washington,California,190.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
2,1496.0,1.0,Frontier Airlines,Texas,Pennsylvania,73.5,San Antonio International Airport,San Antonio,"San Antonio, TX (SAT)",Philadelphia International Airport,Philadelphia,"Philadelphia, PA (PHL)"
3,636.0,1.0,Southwest Airlines,Texas,California,94.39,El Paso International Airport,El Paso,"El Paso, TX (ELP)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
3,511.0,1.0,American Airlines,North Carolina,Tennessee,347.5,Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)",Memphis International Airport,Memphis,"Memphis, TN (MEM)"
4,371.0,1.0,Southwest Airlines,California,California,233.0,Oakland International Airport,Oakland,"Oakland, CA (OAK)",John Wayne Airport,Santa Ana,"Santa Ana, CA (SNA)"
3,944.0,2.0,JetBlue Airways,Florida,New York,183.0,Orlando International Airport,Orlando,"Orlando, FL (MCO)",John F. Kennedy International Airport,New York,"New York, NY (JFK)"
3,1733.0,1.0,Southwest Airlines,Illinois,Washington,141.12,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
3,1068.0,20.0,United Airlines,Florida,New Jersey,176.0,Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
1,391.0,1.0,Southwest Airlines,Utah,Colorado,176.5,Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)",Denver International Airport,Denver,"Denver, CO (DEN)"
3,414.0,3.0,United Airlines,Nevada,California,191.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)"
2,735.0,2.0,Allegiant Air,Kentucky,Florida,118.0,Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)",Orlando Sanford International Airport,Orlando / Sanford,"Orlando / Sanford, FL (SFB)"
1,2677.0,3.0,Delta Air Lines,Hawaii,Washington,217.5,Daniel K. Inouye International Airport,"Honolulu , Oahu","Honolulu , Oahu, HI (HNL)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
4,2007.0,1.0,United Airlines,Texas,Puerto Rico,410.0,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",Luis Mu?oz Marn International Airport,San Juan / Carolina,"San Juan / Carolina, PR (SJU)"
2,2562.0,1.0,Hawaiian Airlines,Hawaii,Oregon,886.0,Kahului Airport,"Kahului , Maui","Kahului , Maui, HI (OGG)",Portland International Airport,Portland,"Portland, OR (PDX)"
3,337.0,2.0,Delta Air Lines,California,California,194.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
1,249.0,1.0,Southwest Airlines,Illinois,Kentucky,140.0,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",Cincinnati/Northern Kentucky International Airport,Cincinnati / Covington,"Cincinnati / Covington, KY (CVG)"
2,838.0,1.0,Southwest Airlines,New Hampshire,Illinois,304.5,ManchesterCBoston Regional Airport,Manchester,"Manchester, NH (MHT)",Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)"
1,1057.0,4.0,Southwest Airlines,Florida,Missouri,149.5,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)"
4,1067.0,11.0,Southwest Airlines,Nevada,Texas,84.5,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",Dallas Love Field,Dallas,"Dallas, TX (DAL)"
4,2269.0,1.0,United Airlines,Florida,California,498.5,Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
4,1072.0,1.0,Spirit Airlines,Missouri,Florida,54.5,Kansas City International Airport,Kansas City,"Kansas City, MO (MCI)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
2,2565.0,5.0,United Airlines,California,New Jersey,380.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
4,1055.0,14.0,American Airlines,Texas,Nevada,411.0,Dallas/Fort Worth International Airport,Dallas-Fort Worth,"Dallas-Fort Worth, TX (DFW)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
1,570.0,1.0,Southwest Airlines,Illinois,Alabama,163.0,Chicago Midway International Airport,Chicago,"Chicago, IL (MDW)",BirminghamCShuttlesworth International Airport,Birmingham,"Birmingham, AL (BHM)"
2,1182.0,1.0,United Airlines,Illinois,Florida,279.5,Chicago O'Hare International Airport,Chicago,"Chicago, IL (ORD)",Fort LauderdaleCHollywood International Airport,Fort Lauderdale,"Fort Lauderdale, FL (FLL)"
3,413.0,1.0,JetBlue Airways,Virginia,Massachusetts,137.5,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
4,599.0,1.0,Delta Air Lines,California,Utah,214.0,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
4,937.0,1.0,JetBlue Airways,New Jersey,Florida,278.46,Newark Liberty International Airport,Newark,"Newark, NJ (EWR)",Orlando International Airport,Orlando,"Orlando, FL (MCO)"
4,728.0,3.0,American Airlines,Massachusetts,North Carolina,176.0,Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)",Charlotte/Douglas International Airport,Charlotte,"Charlotte, NC (CLT)"
4,515.0,2.0,Southwest Airlines,Florida,Georgia,115.5,Southwest Florida International Airport,Fort Myers,"Fort Myers, FL (RSW)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
2,1709.0,1.0,Southwest Airlines,Missouri,Washington,525.0,St. Louis Lambert International Airport,St. Louis,"St. Louis, MO (STL)",SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)"
2,1276.0,14.0,Delta Air Lines,Arizona,Minnesota,86.0,Phoenix Sky Harbor International Airport,Phoenix,"Phoenix, AZ (PHX)",MinneapolisCSt. Paul International Airport,Minneapolis,"Minneapolis, MN (MSP)"
4,1066.0,1.0,Allegiant Air,Arizona,Missouri,97.5,PhoenixCMesa Gateway Airport,Mesa,"Mesa, AZ (AZA)",Springfield-Branson National Airport,Springfield,"Springfield, MO (SGF)"
1,1416.0,1.0,United Airlines,Texas,New York,224.87,George Bush Intercontinental Airport,Houston,"Houston, TX (IAH)",LaGuardia Airport,New York,"New York, NY (LGA)"
1,1979.0,6.0,Spirit Airlines,Michigan,California,111.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
3,1404.0,1.0,Delta Air Lines,Utah,Tennessee,222.16,Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)",Nashville International Airport,Nashville,"Nashville, TN (BNA)"
3,1990.0,1.0,Delta Air Lines,New York,Utah,211.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Salt Lake City International Airport,Salt Lake City,"Salt Lake City, UT (SLC)"
4,1504.0,4.0,United Airlines,Texas,New Jersey,154.0,Austin-Bergstrom International Airport,Austin,"Austin, TX (AUS)",Newark Liberty International Airport,Newark,"Newark, NJ (EWR)"
2,1979.0,1.0,Delta Air Lines,Michigan,California,295.57,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
4,258.0,9.0,Spirit Airlines,Nevada,California,70.0,McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)",San Diego International Airport,San Diego,"San Diego, CA (SAN)"
2,2640.0,2.0,Alaska Airlines,Washington,Hawaii,353.5,SeattleCTacoma International Airport,Seattle / Tacoma ( SeaTac ),"Seattle / Tacoma ( SeaTac ), WA (SEA)",Kahului Airport,"Kahului , Maui","Kahului , Maui, HI (OGG)"
4,414.0,1.0,Southwest Airlines,California,Nevada,71.93,San Francisco International Airport,San Francisco,"San Francisco, CA (SFO)",McCarran International Airport,Las Vegas,"Las Vegas, NV (LAS)"
1,718.0,1.0,JetBlue Airways,New York,Georgia,132.0,John F. Kennedy International Airport,New York,"New York, NY (JFK)",Savannah/Hilton Head International Airport,Savannah,"Savannah, GA (SAV)"
3,2288.0,4.0,Alaska Airlines,Virginia,California,170.0,Washington Dulles International Airport,"Washington, D.C. / Dulles / Chantilly","Washington, D.C. / Dulles / Chantilly, VA (IAD)",Los Angeles International Airport,Los Angeles,"Los Angeles, CA (LAX)"
3,270.0,1.0,Delta Air Lines,Florida,Georgia,330.25,Jacksonville International Airport,Jacksonville,"Jacksonville, FL (JAX)",HartsfieldCJackson Atlanta International Airport,Atlanta,"Atlanta, GA (ATL)"
3,632.0,2.0,Delta Air Lines,Michigan,Massachusetts,351.0,Detroit Metropolitan Wayne County Airport,Detroit / Romulus,"Detroit / Romulus, MI (DTW)",Gen. Edward Lawrence Logan International Airport,Boston,"Boston, MA (BOS)"
