Quarter,Miles,NumTicketsOrdered,AirlineCompany,PricePerTicket,OriginState,DestState,log_miles,log_price
3,1797.0,1.0,American Airlines (AA),407.5,California,Tennessee,7.493873886783559,6.010040932680917
2,1626.0,1.0,Delta Air Lines (DL),183.84,New York,Colorado,7.3938782901077555,5.2140658141004455
3,680.0,1.0,United Airlines (UA),242.0,Colorado,Minnesota,6.522092798170152,5.488937726156687
1,255.0,1.0,Southwest Airlines (WN),192.5,Arizona,Nevada,5.541263545158426,5.260096153727839
2,1121.0,1.0,American Airlines (AA),234.44,Florida,Texas,7.02197642307216,5.457199691608229
4,535.0,1.0,Allegiant Air (G4),99.5,Florida,Tennessee,6.282266746896006,4.600157644164547
2,1927.0,2.0,Alaska Airlines (AS),257.0,Washington,Michigan,7.563719668414366,5.54907608489522
4,1129.0,1.0,Allegiant Air (G4),72.0,Florida,New York,7.029087564149662,4.276666119016055
1,700.0,1.0,American Airlines (AA),150.0,Florida,North Carolina,6.551080335043404,5.0106352940962555
2,528.0,1.0,Delta Air Lines (DL),182.5,Michigan,Minnesota,6.269096283706261,5.206750173022546
4,1053.0,3.0,American Airlines (AA),143.0,New York,Florida,6.959398512133975,4.962844630259907
2,1597.0,1.0,United Airlines (UA),539.5,Massachusetts,Texas,7.3758821482150125,6.290642784698189
3,1744.0,2.0,American Airlines (AA),84.5,California,Illinois,7.463936604468925,4.436751534363128
2,1012.0,1.0,American Airlines (AA),294.0,Florida,Illinois,6.919683849847411,5.683579767338681
4,2176.0,5.0,American Airlines (AA),223.5,Nevada,Pennsylvania,7.685243607975833,5.409411414053624
1,954.0,1.0,Southwest Airlines (WN),65.0,California,Washington,6.860663671448287,4.174387269895637
4,205.0,1.0,Delta Air Lines (DL),188.0,Wyoming,Utah,5.3230099791384085,5.236441962829949
4,449.0,1.0,American Airlines (AA),193.0,Pennsylvania,North Carolina,6.1070228877422545,5.262690188904886
4,1182.0,1.0,Delta Air Lines (DL),199.0,Louisiana,New York,7.074963197966044,5.293304824724492
4,1616.0,1.0,American Airlines (AA),390.0,Texas,Oregon,7.38770923908104,5.966146739123692
2,2248.0,2.0,JetBlue Airways (B6),505.5,New York,Nevada,7.717796211013582,6.225548038460526
2,1624.0,1.0,Southwest Airlines (WN),180.0,Kentucky,Nevada,7.392647520721623,5.19295685089021
1,834.0,1.0,Alaska Airlines (AS),59.0,Oregon,California,6.726233402358747,4.07753744390572
2,1166.0,2.0,JetBlue Airways (B6),166.5,New York,Florida,7.061334366910438,5.1149953094204985
1,899.0,1.0,JetBlue Airways (B6),829.0,Virginia,Florida,6.80128303447162,6.720220155135295
3,310.0,5.0,Allegiant Air (G4),94.0,Nevada,California,5.736572297479192,4.543294782270004
4,2486.0,2.0,Delta Air Lines (DL),198.0,Hawaii,California,7.818430272070656,5.288267030694535
3,2422.0,1.0,Alaska Airlines (AS),223.5,New York,Washington,7.792348924113037,5.409411414053624
2,2611.0,4.0,American Airlines (AA),136.0,California,Massachusetts,7.8674885686991285,4.912654885736052
2,925.0,1.0,American Airlines (AA),655.0,Georgia,Texas,6.829793737512425,6.484635235635252
1,1035.0,7.0,Delta Air Lines (DL),164.0,New York,Florida,6.942156705699469,5.099866427824199
4,2400.0,9.0,United Airlines (UA),288.0,California,North Carolina,7.783224016336037,5.662960480135946
3,712.0,2.0,Delta Air Lines (DL),177.0,New York,Georgia,6.568077911411976,5.176149732573829
3,2139.0,1.0,United Airlines (UA),255.0,California,Georgia,7.668093709082406,5.541263545158426
2,2640.0,1.0,Hawaiian Airlines (HA),933.0,Washington,Hawaii,7.878534196140362,6.838405200847344
2,259.0,8.0,Allegiant Air (G4),51.5,California,Nevada,5.556828061699537,3.9415818076696905
2,1553.0,1.0,Allegiant Air (G4),91.5,Kentucky,Arizona,7.347943823148687,4.516338972281476
2,1956.0,1.0,Delta Air Lines (DL),250.5,Michigan,California,7.578656850594762,5.523458920524919
1,752.0,1.0,Delta Air Lines (DL),89.5,Massachusetts,Kentucky,6.62273632394984,4.4942386252808095
3,1124.0,2.0,Sun Country Airlines (SY),73.0,Minnesota,Massachusetts,7.024649030453636,4.290459441148391
4,936.0,1.0,United Airlines (UA),196.0,Arizona,Texas,6.841615476477592,5.278114659230517
1,159.0,1.0,Southwest Airlines (WN),179.0,Virginia,Maryland,5.0689042022202315,5.187385805840755
1,258.0,1.0,American Airlines (AA),172.5,Missouri,Illinois,5.552959584921617,5.150397236471415
3,409.0,1.0,United Airlines (UA),263.5,Illinois,Tennessee,6.013715156042802,5.574053367981417
2,1562.0,1.0,American Airlines (AA),187.5,Texas,Massachusetts,7.3537223303996315,5.233778845410465
3,2345.0,4.0,Alaska Airlines (AS),266.5,California,Alaska,7.76004068088038,5.585374243605899
4,1592.0,1.0,American Airlines (AA),299.0,California,Missouri,7.3727463664043285,5.700443573390687
2,2039.0,1.0,Spirit Airlines (NK),122.0,Nevada,Florida,7.620214770574455,4.804021044733257
2,989.0,1.0,American Airlines (AA),146.5,Texas,Utah,6.8966943316227125,4.987025428457122
3,1072.0,1.0,Southwest Airlines (WN),283.5,Rhode Island,Florida,6.977281341630747,5.647212123167807
2,1501.0,7.0,Allegiant Air (G4),90.0,Arizona,Indiana,7.313886831633462,4.499809670330265
2,2556.0,1.0,United Airlines (UA),268.73,Hawaii,California,7.846198815497425,5.593707158068019
1,647.0,3.0,Southwest Airlines (WN),270.5,California,Arizona,6.472346294500901,5.600272098286537
4,937.0,1.0,United Airlines (UA),144.0,Florida,New Jersey,6.842683282238422,4.969813299576001
1,1144.0,2.0,American Airlines (AA),280.97,Illinois,Florida,7.042286171939743,5.638247902068488
3,1589.0,1.0,United Airlines (UA),361.0,Minnesota,California,7.370860166536716,5.8888779583328805
4,541.0,3.0,Delta Air Lines (DL),84.0,North Carolina,New York,6.293419278846481,4.430816798843313
1,251.0,1.0,Southwest Airlines (WN),67.99,Missouri,Illinois,5.5254529391317835,4.219360635538369
2,861.0,1.0,Allegiant Air (G4),90.0,Florida,Maryland,6.7580945044277305,4.499809670330265
3,100.0,1.0,Hawaiian Airlines (HA),157.5,Hawaii,Hawaii,4.605170185988092,5.059425458265688
3,1065.0,2.0,JetBlue Airways (B6),104.0,New Jersey,Florida,6.970730078143525,4.6443908991413725
3,1014.0,1.0,Frontier Airlines (F9),64.0,Colorado,Tennessee,6.921658184151129,4.1588830833596715
1,770.0,5.0,Southwest Airlines (WN),156.0,Missouri,Colorado,6.646390514847729,5.049856007249537
1,1846.0,1.0,United Airlines (UA),249.31,Illinois,California,7.520776415062797,5.518697102039515
3,1670.0,4.0,American Airlines (AA),197.5,Ohio,Arizona,7.4205789054108005,5.285738584341177
4,1524.0,8.0,Southwest Airlines (WN),278.0,Wisconsin,Nevada,7.329093736246592,5.627621113690637
3,270.0,1.0,Delta Air Lines (DL),161.5,Georgia,Florida,5.598421958998375,5.084505142662711
1,1123.0,7.0,Southwest Airlines (WN),277.0,Colorado,Michigan,7.023758954738443,5.6240175061873385
1,979.0,2.0,Southwest Airlines (WN),327.5,Missouri,Florida,6.88653164253051,5.791488055075306
2,760.0,1.0,Delta Air Lines (DL),232.0,Georgia,New York,6.633318433280377,5.44673737166631
2,4502.0,1.0,Delta Air Lines (DL),505.76,Georgia,Hawaii,8.412277021466677,6.226062248467308
3,1306.0,1.0,Delta Air Lines (DL),168.0,Minnesota,Florida,7.174724309836376,5.123963979403259
1,674.0,1.0,Southwest Airlines (WN),207.0,Louisiana,Florida,6.513230110912307,5.332718793265369
2,1052.0,2.0,Frontier Airlines (F9),127.0,New York,Florida,6.9584483932976555,4.844187086458591
1,1024.0,1.0,Alaska Airlines (AS),298.0,Washington,Colorado,6.931471805599453,5.697093486505405
4,393.0,1.0,Delta Air Lines (DL),309.5,Missouri,Minnesota,5.973809611869261,5.734958092124651
3,1072.0,7.0,Southwest Airlines (WN),152.0,Florida,Rhode Island,6.977281341630747,5.0238805208462765
3,1565.0,4.0,Delta Air Lines (DL),140.0,Ohio,Utah,7.355641102974253,4.941642422609304
1,513.0,1.0,American Airlines (AA),94.0,North Carolina,Tennessee,6.240275845170769,4.543294782270004
4,1488.0,1.0,Southwest Airlines (WN),203.5,Indiana,Arizona,7.305188215393037,5.31566600488265
4,733.0,6.0,American Airlines (AA),119.5,Illinois,New York,6.597145701886651,4.783316371371566
3,919.0,1.0,Southwest Airlines (WN),271.5,Texas,Ohio,6.823286122355687,5.60396213937399
1,978.0,3.0,Alaska Airlines (AS),320.5,Washington,California,6.885509670034818,5.7698822763607245
2,1750.0,3.0,Southwest Airlines (WN),300.5,California,Illinois,7.4673710669175595,5.705447753975262
2,2133.0,1.0,American Airlines (AA),464.0,New Jersey,Arizona,7.665284718471351,6.139884552226255
4,270.0,2.0,Southwest Airlines (WN),283.5,Georgia,Florida,5.598421958998375,5.647212123167807
3,2338.0,1.0,Hawaiian Airlines (HA),205.5,Hawaii,California,7.757051142032013,5.32544603393629
3,846.0,1.0,United Airlines (UA),352.0,Colorado,California,6.740519359606223,5.863631175598097
3,762.0,3.0,Delta Air Lines (DL),390.5,New York,Georgia,6.635946555686647,5.967427969279741
2,1065.0,2.0,JetBlue Airways (B6),176.0,Florida,New Jersey,6.970730078143525,5.170483995038151
4,192.0,1.0,American Airlines (AA),135.5,Florida,Florida,5.2574953720277815,4.908971640319756
2,834.0,1.0,Delta Air Lines (DL),133.0,California,Oregon,6.726233402358747,4.890349128221754
4,317.0,1.0,Delta Air Lines (DL),94.0,South Carolina,Georgia,5.75890177387728,4.543294782270004
2,1047.0,5.0,Allegiant Air (G4),67.0,Washington,California,6.953684210870537,4.204692619390966
2,1979.0,1.0,Delta Air Lines (DL),295.57,Michigan,California,7.590346945602565,5.68890569542577
4,325.0,2.0,Southwest Airlines (WN),121.0,California,Arizona,5.783825182329737,4.795790545596741
4,867.0,5.0,Alaska Airlines (AS),141.5,Nevada,Washington,6.7650389767805414,4.952299717083292
3,1814.0,1.0,American Airlines (AA),468.0,California,Indiana,7.503289630675082,6.148468295917647
4,2496.0,2.0,Delta Air Lines (DL),173.0,Massachusetts,Washington,7.822444729489319,5.153291594497779
2,319.0,1.0,Southwest Airlines (WN),110.8,Texas,Texas,5.765191102784844,4.707726774313183
4,677.0,4.0,Southwest Airlines (WN),397.5,California,New Mexico,6.517671272912275,5.985194934094387
3,1276.0,1.0,Southwest Airlines (WN),83.5,Arizona,Minnesota,7.151485463904735,4.42484663185681
3,1464.0,7.0,American Airlines (AA),174.5,Texas,California,7.288927694521257,5.161924741642482
4,477.0,2.0,Allegiant Air (G4),95.0,Arizona,Utah,6.1675164908883415,4.553876891600541
4,828.0,1.0,Southwest Airlines (WN),468.0,Oklahoma,Michigan,6.71901315438526,6.148468295917647
1,1476.0,1.0,United Airlines (UA),465.0,Colorado,Virginia,7.297091005160418,6.142037405587356
1,991.0,1.0,Frontier Airlines (F9),54.0,Oregon,Colorado,6.898714534329988,3.9889840465642745
2,2218.0,1.0,American Airlines (AA),269.0,California,Florida,7.704361167910313,5.594711379601839
3,937.0,3.0,United Airlines (UA),94.0,New Jersey,Florida,6.842683282238422,4.543294782270004
2,1514.0,1.0,Frontier Airlines (F9),74.48,Illinois,Nevada,7.322510433997394,4.310530632968812
2,636.0,2.0,JetBlue Airways (B6),180.5,South Carolina,New York,6.455198563340122,5.195730777772936
4,666.0,1.0,Southwest Airlines (WN),105.54,Missouri,Texas,6.501289670540389,4.659090027977522
1,1069.0,2.0,Delta Air Lines (DL),377.0,New York,Florida,6.974478911025045,5.932245187448011
2,480.0,15.0,Southwest Airlines (WN),169.0,California,California,6.173786103901937,5.1298987149230735
2,587.0,1.0,Allegiant Air (G4),71.5,Florida,Illinois,6.375024819828097,4.269697449699962
1,862.0,2.0,Southwest Airlines (WN),157.0,Colorado,California,6.759255270663693,5.056245805348308
3,1436.0,1.0,Southwest Airlines (WN),240.0,Colorado,North Carolina,7.269616749608169,5.480638923341991
2,879.0,4.0,Southwest Airlines (WN),159.5,Arizona,Texas,6.778784897685177,5.072043922224899
4,1670.0,4.0,Southwest Airlines (WN),301.5,Louisiana,California,7.4205789054108005,5.70877001616724
2,818.0,1.0,JetBlue Airways (B6),392.0,Massachusetts,South Carolina,6.706862336602747,5.971261839790462
2,867.0,2.0,United Airlines (UA),113.0,Massachusetts,Illinois,6.7650389767805414,4.727387818712341
2,1496.0,6.0,American Airlines (AA),196.0,Pennsylvania,Texas,7.310550158534422,5.278114659230517
3,1124.0,4.0,Delta Air Lines (DL),356.0,Minnesota,Massachusetts,7.024649030453636,5.87493073085203
3,1747.0,1.0,Delta Air Lines (DL),334.11,Nevada,Georgia,7.465655310134056,5.811470280073118
2,854.0,15.0,United Airlines (UA),432.0,Texas,Florida,6.74993119378857,6.068425588244111
2,334.0,1.0,American Airlines (AA),176.5,Illinois,Minnesota,5.811140992976701,5.173320876373351
1,973.0,2.0,Southwest Airlines (WN),242.0,Florida,Texas,6.880384082186005,5.488937726156687
2,1953.0,1.0,Spirit Airlines (NK),137.78,Oregon,Michigan,7.577121930876679,4.92565821016505
1,1678.0,1.0,Delta Air Lines (DL),143.0,Nevada,Kentucky,7.425357887027151,4.962844630259907
3,740.0,1.0,JetBlue Airways (B6),227.0,New York,Illinois,6.606650186198215,5.424950017481403
2,533.0,2.0,United Airlines (UA),157.0,Missouri,Colorado,6.278521424165844,5.056245805348308
4,2874.0,1.0,Alaska Airlines (AS),698.5,Alaska,Hawaii,7.96346006663897,6.5489351786970165
4,842.0,1.0,Spirit Airlines (NK),78.5,Maryland,Florida,6.7357800142423265,4.363098624788363
3,725.0,1.0,Southwest Airlines (WN),233.35,New York,Illinois,6.586171654854675,5.4525394723958245
1,1020.0,1.0,Southwest Airlines (WN),168.5,Arizona,Texas,6.927557906278317,5.126935749792416
3,1824.0,1.0,Frontier Airlines (F9),104.0,Ohio,Nevada,7.508787170634276,4.6443908991413725
1,406.0,3.0,Delta Air Lines (DL),124.0,Georgia,Florida,6.0063531596017325,4.820281565605037
4,255.0,19.0,Southwest Airlines (WN),62.0,Nevada,Arizona,5.541263545158426,4.127134385045092
2,1562.0,2.0,American Airlines (AA),414.5,Texas,Massachusetts,7.3537223303996315,6.02707297457535
2,2052.0,1.0,United Airlines (UA),105.0,Ohio,California,7.62657020629066,4.653960350157523
2,1363.0,1.0,Delta Air Lines (DL),373.5,Missouri,California,7.217443431696533,5.922918004572872
3,901.0,1.0,JetBlue Airways (B6),75.89,Massachusetts,Georgia,6.803505257608338,4.3292849234158215
2,2565.0,1.0,United Airlines (UA),141.0,New Jersey,California,7.84971375760487,4.948759890378168
2,2139.0,1.0,United Airlines (UA),238.5,California,Georgia,7.668093709082406,5.474369310328396
1,948.0,1.0,Frontier Airlines (F9),91.0,California,Colorado,6.854354502255021,4.51085950651685
2,977.0,8.0,United Airlines (UA),128.5,Texas,Illinois,6.884486652042782,4.855928904335275
1,1235.0,4.0,United Airlines (UA),175.0,Maryland,Texas,7.118826249062078,5.1647859739235145
2,2068.0,1.0,Spirit Airlines (NK),187.5,Michigan,California,7.63433723562832,5.233778845410465
3,1400.0,3.0,Allegiant Air (G4),106.5,Illinois,Nevada,7.24422751560335,4.66814498514948
3,675.0,2.0,Southwest Airlines (WN),251.0,Pennsylvania,Tennessee,6.51471269087253,5.5254529391317835
2,1050.0,1.0,Delta Air Lines (DL),250.5,Minnesota,Connecticut,6.956545443151569,5.523458920524919
3,1145.0,1.0,Southwest Airlines (WN),335.0,Texas,Florida,7.0431599159883405,5.814130531825066
3,2446.0,1.0,JetBlue Airways (B6),341.0,New York,California,7.802209316247118,5.831882477283517
4,888.0,2.0,American Airlines (AA),155.5,Colorado,Illinois,6.78897174299217,5.0466457316192885
4,370.0,2.0,Southwest Airlines (WN),95.0,California,Arizona,5.91350300563827,4.553876891600541
4,2244.0,1.0,American Airlines (AA),634.0,California,North Carolina,7.716015266642587,6.452048954437226
3,728.0,3.0,American Airlines (AA),224.5,North Carolina,Massachusetts,6.590301048196686,5.413875707182309
4,2398.0,1.0,United Airlines (UA),577.0,Hawaii,California,7.7823903355874595,6.3578422665081
4,2457.0,1.0,Alaska Airlines (AS),565.0,Maryland,California,7.806696372521179,6.336825731146441
3,1607.0,1.0,Southwest Airlines (WN),138.39,Colorado,Florida,7.382124365737512,4.930075786237839
3,507.0,2.0,Southwest Airlines (WN),361.0,Utah,Arizona,6.2285110035911835,5.8888779583328805
3,1535.0,1.0,Delta Air Lines (DL),213.03,California,Minnesota,7.336285660021297,5.361433000862112
4,322.0,1.0,American Airlines (AA),208.0,North Carolina,Virginia,5.7745515455444085,5.337538079701318
3,1476.0,1.0,Frontier Airlines (F9),109.0,Colorado,Virginia,7.297091005160418,4.6913478822291435
4,1910.0,5.0,Southwest Airlines (WN),189.5,Pennsylvania,Nevada,7.554858521040676,5.244389024522481
2,550.0,1.0,Southwest Airlines (WN),216.0,Oregon,California,6.309918278226516,5.375278407684165
3,2288.0,1.0,Alaska Airlines (AS),123.0,California,Virginia,7.7354333524996886,4.812184355372417
4,1023.0,6.0,United Airlines (UA),251.5,Florida,New Jersey,6.930494765951626,5.527442989539794
4,849.0,1.0,Southwest Airlines (WN),284.5,Florida,Texas,6.744059186311348,5.6507332535663855
2,883.0,14.0,Southwest Airlines (WN),125.5,Texas,Colorado,6.78332520060396,4.832305758571839
1,1931.0,9.0,Delta Air Lines (DL),198.0,Florida,Utah,7.565793282428515,5.288267030694535
4,714.0,1.0,Delta Air Lines (DL),190.5,Georgia,Pennsylvania,6.570882962339584,5.249652194566756
3,2584.0,1.0,United Airlines (UA),275.5,California,Florida,7.857093864902493,5.6185876285929695
2,1072.0,7.0,JetBlue Airways (B6),143.0,Rhode Island,Florida,6.977281341630747,4.962844630259907
1,987.0,1.0,American Airlines (AA),224.99,Texas,South Carolina,6.894670039433482,5.416055956772293
1,1096.0,2.0,American Airlines (AA),264.0,Florida,New York,6.999422467507961,5.575949103146316
1,2300.0,1.0,American Airlines (AA),211.5,Arizona,Massachusetts,7.7406644019172415,5.354224998486333
2,1355.0,2.0,Delta Air Lines (DL),252.0,Indiana,Utah,7.2115567333138015,5.529429087511423
3,1703.0,1.0,Southwest Airlines (WN),144.5,Florida,Colorado,7.440146680662688,4.973279507552487
4,2329.0,1.0,Southwest Airlines (WN),237.0,Maryland,California,7.753194269884341,5.4680601411351315
2,2504.0,1.0,United Airlines (UA),219.79,California,Hawaii,7.825644732219989,5.392672545029182
2,653.0,16.0,Allegiant Air (G4),60.5,Florida,Tennessee,6.481577129276431,4.102643365036796
4,201.0,2.0,Hawaiian Airlines (HA),124.0,Hawaii,Hawaii,5.303304908059076,4.820281565605037
1,594.0,1.0,Delta Air Lines (DL),459.5,Georgia,Michigan,6.386879319362645,6.1301389417957415
2,1744.0,1.0,American Airlines (AA),514.01,California,Illinois,7.463936604468925,6.242242720518832
2,679.0,4.0,Delta Air Lines (DL),132.0,Washington,California,6.520621127558696,4.882801922586371
2,569.0,1.0,Allegiant Air (G4),97.5,California,Utah,6.343880434126331,4.579852378003801
3,1209.0,18.0,Southwest Airlines (WN),137.0,Texas,Maryland,7.097548850614793,4.919980925828125
1,1085.0,9.0,United Airlines (UA),133.0,Florida,New Jersey,6.98933526597456,4.890349128221754
2,337.0,1.0,United Airlines (UA),117.5,California,California,5.820082930352362,4.7664383335842135
3,837.0,4.0,Spirit Airlines (NK),51.0,Louisiana,Illinois,6.729824070489475,3.9318256327243257
2,1413.0,5.0,Allegiant Air (G4),123.5,Nevada,Illinois,7.253470382684528,4.816241156068032
2,621.0,4.0,American Airlines (AA),174.0,Arizona,California,6.431331081933479,5.159055299214529
1,539.0,1.0,Alaska Airlines (AS),228.0,Alaska,Alaska,6.289715570908998,5.429345628954441
2,2777.0,19.0,Alaska Airlines (AS),371.5,Hawaii,Alaska,7.9291264873067995,5.917548864157814
3,471.0,2.0,Southwest Airlines (WN),145.0,Louisiana,Tennessee,6.154858094016418,4.976733742420574
2,2475.0,2.0,Delta Air Lines (DL),280.0,California,New York,7.813995675002791,5.634789603169249
4,628.0,1.0,Southwest Airlines (WN),311.5,Colorado,Nevada,6.4425401664681985,5.741399338227508
3,258.0,1.0,United Airlines (UA),146.0,Illinois,Missouri,5.552959584921617,4.983606621708336
4,1744.0,1.0,Alaska Airlines (AS),143.0,California,Illinois,7.463936604468925,4.962844630259907
2,1084.0,4.0,Spirit Airlines (NK),155.0,Michigan,Florida,6.988413181999592,5.043425116919247
2,1747.0,2.0,Delta Air Lines (DL),464.0,Nevada,Georgia,7.465655310134056,6.139884552226255
