Quarter,Miles,NumTicketsOrdered,AirlineCompany,PricePerTicket,OriginState,DestState,log_miles,log_price
2,818.0,7.0,JetBlue Airways (B6),140.5,Massachusetts,South Carolina,6.706862336602747,4.945207488773801
1,1709.0,1.0,Alaska Airlines (AS),349.5,Missouri,Washington,7.443663683115591,5.856503561673865
4,2288.0,1.0,United Airlines (UA),446.0,Virginia,California,7.7354333524996886,6.100318952020064
4,951.0,1.0,American Airlines (AA),280.0,Florida,Pennsylvania,6.85751406254539,5.634789603169249
2,770.0,2.0,Southwest Airlines (WN),192.5,Colorado,Missouri,6.646390514847729,5.260096153727839
2,891.0,1.0,JetBlue Airways (B6),320.5,Florida,New York,6.792344427470809,5.7698822763607245
1,989.0,5.0,American Airlines (AA),226.5,Texas,Utah,6.8966943316227125,5.422744944923089
1,1074.0,2.0,Delta Air Lines (DL),128.14,New York,Florida,6.97914527506881,4.853123416210876
4,735.0,4.0,Southwest Airlines (WN),280.0,Idaho,Arizona,6.5998704992128365,5.634789603169249
4,2615.0,1.0,American Airlines (AA),777.61,Hawaii,California,7.869019376499023,6.656225113145844
3,373.0,1.0,Delta Air Lines (DL),176.79,Kentucky,Georgia,5.921578419643816,5.174962587517932
1,1035.0,1.0,Delta Air Lines (DL),392.33,New York,Florida,6.942156705699469,5.972103322379354
1,846.0,8.0,United Airlines (UA),114.5,Colorado,California,6.740519359606223,4.740574822994295
1,331.0,1.0,American Airlines (AA),190.0,Virginia,North Carolina,5.802118375377063,5.247024072160486
1,1436.0,1.0,United Airlines (UA),283.0,Colorado,North Carolina,7.269616749608169,5.645446897643238
1,1036.0,2.0,Southwest Airlines (WN),204.5,Illinois,Texas,6.943122422819428,5.320567975482857
3,1166.0,7.0,Frontier Airlines (F9),59.0,Texas,California,7.061334366910438,4.07753744390572
1,689.0,1.0,Delta Air Lines (DL),252.95,Texas,Georgia,6.535241271013659,5.5331918407379455
3,719.0,2.0,United Airlines (UA),92.0,Illinois,New Jersey,6.577861357721047,4.5217885770490405
4,599.0,1.0,Delta Air Lines (DL),214.0,California,Utah,6.395261598115449,5.365976015021851
1,2556.0,1.0,Alaska Airlines (AS),282.5,California,Hawaii,7.846198815497425,5.643678550586496
4,678.0,1.0,United Airlines (UA),266.02,Illinois,Pennsylvania,6.519147287940395,5.58357149392515
4,629.0,3.0,Delta Air Lines (DL),183.0,Missouri,Michigan,6.444131256700441,5.209486152841421
4,1127.0,1.0,JetBlue Airways (B6),223.0,Michigan,Florida,7.027314514039777,5.407171771460119
1,1230.0,7.0,Allegiant Air (G4),113.0,Nevada,North Dakota,7.114769448366463,4.727387818712341
4,544.0,7.0,American Airlines (AA),142.5,North Carolina,New York,6.298949246855942,4.959341999708705
3,1090.0,1.0,Frontier Airlines (F9),59.5,Nevada,Texas,6.993932975223189,4.085976312551584
4,1464.0,1.0,American Airlines (AA),248.5,Texas,California,7.288927694521257,5.5154428455366835
4,1554.0,3.0,JetBlue Airways (B6),143.0,Puerto Rico,Virginia,7.348587530927593,4.962844630259907
3,852.0,16.0,Delta Air Lines (DL),112.0,Minnesota,Texas,6.747586526829315,4.718498871295094
4,453.0,1.0,Southwest Airlines (WN),281.0,Texas,Oklahoma,6.115892125483034,5.638354669333745
2,983.0,3.0,Delta Air Lines (DL),465.0,Michigan,Florida,6.890609120147166,6.142037405587356
1,680.0,4.0,Delta Air Lines (DL),240.5,Colorado,Minnesota,6.522092798170152,5.482720089545816
1,1671.0,8.0,United Airlines (UA),229.0,Connecticut,Colorado,7.421177528595393,5.43372200355424
2,647.0,2.0,American Airlines (AA),231.0,California,Arizona,6.472346294500901,5.442417710521793
1,719.0,1.0,Southwest Airlines (WN),120.0,Virginia,Missouri,6.577861357721047,4.787491742782046
1,1607.0,3.0,Frontier Airlines (F9),136.5,Colorado,Florida,7.382124365737512,4.916324614625014
3,1620.0,1.0,Delta Air Lines (DL),359.5,New York,Colorado,7.3901814282264295,5.884714177161102
2,696.0,1.0,Alaska Airlines (AS),205.0,Washington,California,6.54534966033442,5.3230099791384085
1,1990.0,3.0,Delta Air Lines (DL),393.0,New York,Utah,7.595889917718538,5.973809611869261
4,646.0,1.0,Southwest Airlines (WN),269.5,Arizona,California,6.470799503782602,5.596568390349052
2,2343.0,5.0,Spirit Airlines (NK),69.0,Florida,California,7.759187438507795,4.23410650459726
1,1012.0,1.0,American Airlines (AA),401.0,Illinois,Florida,6.919683849847411,5.993961427306569
1,1979.0,3.0,Spirit Airlines (NK),69.5,Michigan,California,7.590346945602565,4.241326752570746
4,787.0,1.0,United Airlines (UA),99.71,Florida,Texas,6.668228248417403,4.602265972840701
4,2588.0,1.0,Alaska Airlines (AS),317.0,California,Massachusetts,7.858640655620791,5.75890177387728
1,184.0,1.0,Delta Air Lines (DL),215.0,Massachusetts,New York,5.214935757608986,5.3706380281276624
1,249.0,1.0,Southwest Airlines (WN),139.97,Illinois,Kentucky,5.517452896464707,4.941428113932554
3,2218.0,1.0,American Airlines (AA),197.0,California,Florida,7.704361167910313,5.2832037287379885
4,1080.0,1.0,Delta Air Lines (DL),229.0,Florida,New York,6.984716320118266,5.43372200355424
2,2677.0,10.0,Hawaiian Airlines (HA),322.0,Hawaii,Washington,7.892452043520352,5.7745515455444085
3,599.0,2.0,American Airlines (AA),261.0,North Carolina,Illinois,6.395261598115449,5.564520407322694
2,1258.0,1.0,American Airlines (AA),226.0,Massachusetts,Florida,7.1372784372603855,5.420534999272286
3,1605.0,1.0,United Airlines (UA),379.73,Colorado,New Jersey,7.380879035564116,5.939460473861186
2,2496.0,1.0,Delta Air Lines (DL),341.0,Washington,Massachusetts,7.822444729489319,5.831882477283517
3,678.0,1.0,American Airlines (AA),246.18,Pennsylvania,Illinois,6.519147287940395,5.506062975682149
1,1562.0,1.0,American Airlines (AA),231.0,Texas,Massachusetts,7.3537223303996315,5.442417710521793
2,2454.0,1.0,Delta Air Lines (DL),156.0,New York,Oregon,7.805474625270857,5.049856007249537
2,1010.0,1.0,Southwest Airlines (WN),180.5,New York,Florida,6.917705609835305,5.195730777772936
4,1911.0,1.0,United Airlines (UA),667.0,Louisiana,California,7.555381944240273,6.502790045915623
4,1010.0,1.0,Delta Air Lines (DL),171.42,Florida,New York,6.917705609835305,5.1441166854707365
1,4243.0,1.0,United Airlines (UA),452.5,Hawaii,Illinois,8.353025845202325,6.114787763139981
1,842.0,2.0,Southwest Airlines (WN),174.0,Illinois,Rhode Island,6.7357800142423265,5.159055299214529
1,861.0,9.0,Frontier Airlines (F9),86.5,Pennsylvania,Florida,6.7580945044277305,4.460144413937834
4,533.0,12.0,Southwest Airlines (WN),78.0,Colorado,Missouri,6.278521424165844,4.356708826689592
1,936.0,1.0,Southwest Airlines (WN),140.0,Minnesota,Maryland,6.841615476477592,4.941642422609304
4,1608.0,1.0,United Airlines (UA),212.0,Puerto Rico,New Jersey,7.382746449738912,5.356586274672012
1,1189.0,13.0,Frontier Airlines (F9),65.0,Puerto Rico,Florida,7.080867896690782,4.174387269895637
1,2329.0,3.0,Spirit Airlines (NK),103.0,Maryland,California,7.753194269884341,4.634728988229636
4,200.0,1.0,JetBlue Airways (B6),137.0,Massachusetts,New Jersey,5.298317366548036,4.919980925828125
2,1491.0,1.0,Southwest Airlines (WN),263.0,Maryland,Colorado,7.307202314764738,5.572154032177765
2,845.0,3.0,Allegiant Air (G4),131.0,Nevada,Montana,6.739336627357174,4.875197323201151
2,2446.0,5.0,United Airlines (UA),290.5,California,Florida,7.802209316247118,5.671603576291966
4,460.0,3.0,American Airlines (AA),71.76,Missouri,Texas,6.131226489483141,4.27332721775054
3,204.0,2.0,American Airlines (AA),180.0,Florida,Florida,5.318119993844216,5.19295685089021
3,1197.0,1.0,American Airlines (AA),71.0,Florida,Illinois,7.087573705557973,4.2626798770413155
1,1182.0,1.0,Delta Air Lines (DL),226.9,New York,Louisiana,7.074963197966044,5.424509391785796
4,867.0,1.0,American Airlines (AA),223.5,Massachusetts,Illinois,6.7650389767805414,5.409411414053624
1,1246.0,1.0,Virgin America (VX),86.0,Texas,California,7.1276936993473985,4.454347296253507
1,2065.0,1.0,United Airlines (UA),237.5,Virginia,Nevada,7.632885505395133,5.470167623474696
4,1814.0,14.0,Southwest Airlines (WN),157.5,Indiana,California,7.503289630675082,5.059425458265688
4,672.0,1.0,Alaska Airlines (AS),289.5,California,Washington,6.51025834052315,5.66815529701305
1,2269.0,1.0,United Airlines (UA),438.0,Florida,California,7.727094484779841,6.082218910376446
1,1009.0,12.0,Alaska Airlines (AS),115.5,Oregon,Arizona,6.9167150203536085,4.749270529961848
1,708.0,3.0,Allegiant Air (G4),68.5,Tennessee,Florida,6.56244409369372,4.22683374526818
3,1865.0,5.0,Delta Air Lines (DL),237.5,Maryland,Utah,7.5310163320779155,5.470167623474696
3,369.0,6.0,JetBlue Airways (B6),110.0,Maryland,Massachusetts,5.910796644040527,4.700480365792417
3,495.0,3.0,Frontier Airlines (F9),99.5,Oklahoma,Colorado,6.20455776256869,4.600157644164547
2,906.0,1.0,Delta Air Lines (DL),461.5,Louisiana,Virginia,6.80903930604298,6.134482053942907
4,867.0,1.0,Delta Air Lines (DL),247.0,Nevada,Washington,6.7650389767805414,5.5093883366279774
1,1298.0,1.0,Delta Air Lines (DL),351.0,Arizona,Minnesota,7.168579897264035,5.860786223465865
4,1468.0,2.0,Southwest Airlines (WN),179.0,Texas,California,7.291656209174461,5.187385805840755
4,231.0,1.0,Southwest Airlines (WN),118.5,California,Nevada,5.442417710521793,4.774912960575186
4,930.0,4.0,American Airlines (AA),179.0,Minnesota,North Carolina,6.835184586147301,5.187385805840755
2,2288.0,3.0,United Airlines (UA),246.5,Virginia,California,7.7354333524996886,5.5073619934827445
1,643.0,1.0,United Airlines (UA),355.0,Missouri,Texas,6.466144724237619,5.872117789475416
3,731.0,5.0,American Airlines (AA),107.5,Texas,Georgia,6.594413459749778,4.677490847567717
3,892.0,3.0,American Airlines (AA),112.5,Virginia,Florida,6.79346613258001,4.722953221644475
3,623.0,2.0,Southwest Airlines (WN),100.14,Texas,Tennessee,6.434546518787453,4.606569206901798
3,152.0,1.0,Delta Air Lines (DL),116.8,Georgia,Tennessee,5.0238805208462765,4.760463070394127
3,675.0,1.0,American Airlines (AA),359.5,Pennsylvania,Tennessee,6.51471269087253,5.884714177161102
3,1217.0,7.0,Spirit Airlines (NK),73.0,Maryland,Texas,7.104144092987527,4.290459441148391
2,372.0,1.0,United Airlines (UA),302.5,California,California,5.918893854273146,5.7120812774708964
2,718.0,1.0,JetBlue Airways (B6),379.0,Georgia,New York,6.576469569048224,5.937536205082426
4,1297.0,3.0,United Airlines (UA),203.0,Virginia,Texas,7.167809184316444,5.313205979041787
3,907.0,1.0,Delta Air Lines (DL),241.57,Minnesota,Georgia,6.810142450115136,5.487159286165225
4,2454.0,1.0,Delta Air Lines (DL),249.41,New York,Oregon,7.805474625270857,5.519098128673058
1,1990.0,8.0,Delta Air Lines (DL),416.0,New York,Utah,7.595889917718538,6.030685260261263
3,2182.0,1.0,Delta Air Lines (DL),329.71,Georgia,Washington,7.687997166393016,5.798213480221301
1,1139.0,2.0,Spirit Airlines (NK),113.5,Nevada,Missouri,7.037905963447182,4.7318028369214575
2,1947.0,1.0,Southwest Airlines (WN),321.47,Georgia,California,7.5740450053721995,5.772904226726582
3,1182.0,1.0,Southwest Airlines (WN),447.5,Texas,California,7.074963197966044,6.10367653771491
1,861.0,1.0,United Airlines (UA),516.0,Florida,Texas,6.7580945044277305,6.246106765481563
2,1910.0,1.0,Southwest Airlines (WN),326.39,Nevada,Pennsylvania,7.554858521040676,5.7880929853657195
4,967.0,1.0,United Airlines (UA),581.0,Colorado,California,6.874198495453294,6.364750756851911
3,453.0,1.0,Spirit Airlines (NK),58.0,Michigan,Pennsylvania,6.115892125483034,4.060443010546419
4,1306.0,6.0,Delta Air Lines (DL),185.5,Florida,Minnesota,7.174724309836376,5.22305488204749
1,184.0,1.0,Delta Air Lines (DL),145.5,New York,Massachusetts,5.214935757608986,4.980176086611547
4,2158.0,1.0,Delta Air Lines (DL),189.5,California,Florida,7.67693714581808,5.244389024522481
3,746.0,1.0,Delta Air Lines (DL),364.0,Georgia,New Jersey,6.61472560020376,5.8971538676367405
4,802.0,5.0,Southwest Airlines (WN),311.0,Florida,Ohio,6.687108607866515,5.739792912179234
3,1042.0,2.0,United Airlines (UA),100.0,North Carolina,Texas,6.948897222313312,4.605170185988092
4,954.0,1.0,Allegiant Air (G4),147.0,New York,Florida,6.860663671448287,4.990432586778736
2,488.0,1.0,Delta Air Lines (DL),152.0,New Jersey,Michigan,6.1903154058531475,5.0238805208462765
2,1258.0,1.0,Frontier Airlines (F9),97.5,Wisconsin,Florida,7.1372784372603855,4.579852378003801
2,802.0,3.0,American Airlines (AA),323.0,Texas,Illinois,6.687108607866515,5.777652323222656
4,895.0,3.0,Allegiant Air (G4),111.0,Florida,Missouri,6.796823718274855,4.709530201312334
4,472.0,1.0,Southwest Airlines (WN),97.3,Colorado,Nebraska,6.156978985585555,4.577798989191959
1,1123.0,11.0,Southwest Airlines (WN),249.0,Colorado,Michigan,7.023758954738443,5.517452896464707
2,1201.0,1.0,United Airlines (UA),335.0,Ohio,Colorado,7.0909098220799835,5.814130531825066
4,2311.0,1.0,American Airlines (AA),230.22,California,Virginia,7.745435610274381,5.439035373486916
3,838.0,6.0,Southwest Airlines (WN),68.0,California,Oregon,6.731018100482083,4.219507705176107
1,345.0,1.0,Allegiant Air (G4),94.5,Nevada,Nevada,5.84354441703136,4.548599834499697
3,304.0,1.0,Southwest Airlines (WN),230.0,Arizona,California,5.717027701406222,5.438079308923196
4,526.0,1.0,Delta Air Lines (DL),433.49,Pennsylvania,Georgia,6.26530121273771,6.071868727903775
2,100.0,3.0,Hawaiian Airlines (HA),140.5,Hawaii,Hawaii,4.605170185988092,4.945207488773801
4,1173.0,1.0,JetBlue Airways (B6),205.0,Florida,Connecticut,7.067319848653476,5.3230099791384085
2,1337.0,3.0,American Airlines (AA),156.0,Colorado,North Carolina,7.198183577101943,5.049856007249537
3,1024.0,2.0,United Airlines (UA),282.5,Colorado,Washington,6.931471805599453,5.643678550586496
3,679.0,1.0,United Airlines (UA),119.5,California,Washington,6.520621127558696,4.783316371371566
1,783.0,1.0,United Airlines (UA),127.0,North Carolina,Massachusetts,6.663132695990803,4.844187086458591
4,997.0,1.0,United Airlines (UA),397.0,Florida,New Jersey,6.904750769961838,5.983936280687191
2,516.0,1.0,Southwest Airlines (WN),165.5,Maryland,Indiana,6.246106765481563,5.1089711948171175
4,1107.0,3.0,American Airlines (AA),116.0,U.S. Virgin Islands,Florida,7.009408932708637,4.7535901911063645
2,622.0,1.0,Delta Air Lines (DL),171.5,Ohio,Minnesota,6.432940092739179,5.144583266605995
3,455.0,3.0,Spirit Airlines (NK),104.0,Pennsylvania,South Carolina,6.12029741895095,4.6443908991413725
2,912.0,2.0,American Airlines (AA),180.5,North Carolina,Texas,6.815639990074331,5.195730777772936
2,1024.0,5.0,Frontier Airlines (F9),55.5,Florida,Michigan,6.931471805599453,4.0163830207523885
1,1416.0,1.0,United Airlines (UA),229.5,New York,Texas,7.255591274253665,5.4359030295006
1,850.0,4.0,Southwest Airlines (WN),116.0,Texas,Wisconsin,6.745236349484363,4.7535901911063645
3,1164.0,7.0,Frontier Airlines (F9),129.0,Texas,California,7.059617628291383,4.859812404361672
3,936.0,1.0,Southwest Airlines (WN),127.5,Maryland,Minnesota,6.841615476477592,4.848116364598481
4,577.0,1.0,Spirit Airlines (NK),115.5,Maryland,Georgia,6.3578422665081,4.749270529961848
3,1055.0,4.0,Spirit Airlines (NK),117.5,Nevada,Texas,6.961296045910167,4.7664383335842135
1,1844.0,3.0,Southwest Airlines (WN),98.5,Illinois,California,7.519692404116539,4.590056548178043
1,545.0,1.0,Delta Air Lines (DL),150.0,Georgia,Florida,6.300785794663244,5.0106352940962555
4,1532.0,1.0,Delta Air Lines (DL),186.5,California,Minnesota,7.3343293503005365,5.2284312390838705
4,936.0,2.0,American Airlines (AA),314.0,Texas,North Carolina,6.841615476477592,5.749392985908253
4,666.0,2.0,American Airlines (AA),89.0,Georgia,Pennsylvania,6.501289670540389,4.48863636973214
1,1068.0,2.0,United Airlines (UA),120.0,Florida,New Jersey,6.97354301952014,4.787491742782046
2,2777.0,1.0,Alaska Airlines (AS),287.0,Alaska,Hawaii,7.9291264873067995,5.659482215759621
3,2018.0,1.0,United Airlines (UA),433.0,Alaska,California,7.609862200913554,6.07073772800249
2,323.0,1.0,Southwest Airlines (WN),138.0,Texas,Texas,5.777652323222656,4.927253685157205
4,1372.0,1.0,Spirit Airlines (NK),92.5,New Jersey,Texas,7.22402480828583,4.52720864451838
2,1670.0,1.0,American Airlines (AA),169.0,Ohio,Arizona,7.4205789054108005,5.1298987149230735
4,860.0,1.0,Southwest Airlines (WN),192.79,Wisconsin,Massachusetts,6.756932389247553,5.261601513611377
4,1235.0,8.0,American Airlines (AA),101.0,California,Texas,7.118826249062078,4.61512051684126
2,2584.0,1.0,JetBlue Airways (B6),325.0,California,Florida,7.857093864902493,5.783825182329737
3,1797.0,1.0,Delta Air Lines (DL),184.06,California,Tennessee,7.493873886783559,5.215261791410711
1,605.0,2.0,Alaska Airlines (AS),126.0,Washington,California,6.405228458030842,4.836281906951478
4,502.0,4.0,Delta Air Lines (DL),254.5,Michigan,New York,6.218600119691729,5.539300835990577
4,733.0,1.0,American Airlines (AA),307.5,New York,Illinois,6.597145701886651,5.728475087246572
2,1532.0,1.0,Delta Air Lines (DL),182.44,Minnesota,California,7.3343293503005365,5.2064213518435
4,1005.0,6.0,United Airlines (UA),247.0,Illinois,Florida,6.912742820493176,5.5093883366279774
4,2586.0,3.0,Delta Air Lines (DL),302.0,California,New York,7.857867559331803,5.71042701737487
1,1416.0,2.0,United Airlines (UA),382.16,Texas,New York,7.255591274253665,5.945839369081707
3,372.0,4.0,United Airlines (UA),104.0,California,California,5.918893854273146,4.6443908991413725
3,440.0,1.0,Southwest Airlines (WN),190.0,Missouri,Michigan,6.0867747269123065,5.247024072160486
3,368.0,4.0,Delta Air Lines (DL),156.5,Nevada,Utah,5.908082938168931,5.0530560099802075
3,337.0,2.0,Delta Air Lines (DL),194.0,California,California,5.820082930352362,5.267858159063328
1,2520.0,2.0,Alaska Airlines (AS),149.0,Washington,Florida,7.832014180505469,5.003946305945459
1,1065.0,1.0,United Airlines (UA),710.83,Florida,New Jersey,6.970730078143525,6.56643330135496
1,678.0,2.0,United Airlines (UA),176.5,Illinois,Pennsylvania,6.519147287940395,5.173320876373351
1,2556.0,15.0,United Airlines (UA),383.0,Hawaii,California,7.846198815497425,5.948034989180646
3,1587.0,1.0,Delta Air Lines (DL),277.0,Arizona,Georgia,7.369600720526409,5.6240175061873385
4,802.0,19.0,United Airlines (UA),163.0,Texas,Illinois,6.687108607866515,5.093750200806762
3,1310.0,2.0,Sun Country Airlines (SY),96.5,Minnesota,Florida,7.177782416195197,4.56954300834494
2,594.0,3.0,Delta Air Lines (DL),198.0,Florida,Georgia,6.386879319362645,5.288267030694535
4,1055.0,1.0,Spirit Airlines (NK),74.5,Texas,Nevada,6.961296045910167,4.310799125385514
1,811.0,1.0,United Airlines (UA),89.0,Virginia,Florida,6.698268054115413,4.48863636973214
2,1091.0,1.0,JetBlue Airways (B6),176.26,Massachusetts,Florida,6.994849985833071,5.171960177671514
4,501.0,1.0,Delta Air Lines (DL),298.5,Michigan,North Carolina,6.2166061010848646,5.698769932832657
3,986.0,11.0,Allegiant Air (G4),53.0,Indiana,Florida,6.893656354602635,3.970291913552122
3,1197.0,1.0,United Airlines (UA),202.0,Florida,Illinois,7.087573705557973,5.308267697401205
3,745.0,7.0,Southwest Airlines (WN),201.5,Illinois,South Carolina,6.61338421837956,5.305789381386738
3,1546.0,2.0,Allegiant Air (G4),80.5,Indiana,Arizona,7.343426229147367,4.388257184424518
2,2400.0,3.0,United Airlines (UA),275.5,North Carolina,California,7.783224016336037,5.6185876285929695
3,1558.0,10.0,United Airlines (UA),252.0,Pennsylvania,Colorado,7.351158226430694,5.529429087511423
1,1092.0,3.0,Allegiant Air (G4),100.5,Texas,Nevada,6.9957661563048505,4.61015772749913
1,946.0,1.0,Delta Air Lines (DL),101.5,Georgia,Massachusetts,6.852242569051878,4.620058798481842
1,604.0,1.0,Southwest Airlines (WN),227.15,Louisiana,Missouri,6.403574197934815,5.4256105922054125
3,1129.0,2.0,JetBlue Airways (B6),229.0,Florida,Puerto Rico,7.029087564149662,5.43372200355424
3,449.0,1.0,American Airlines (AA),494.0,North Carolina,Pennsylvania,6.1070228877422545,6.202535517187923
4,2106.0,1.0,Southwest Airlines (WN),233.78,Maryland,Nevada,7.652545692693921,5.454380502179625
3,760.0,1.0,United Airlines (UA),255.0,Illinois,South Carolina,6.633318433280377,5.541263545158426
3,1500.0,1.0,Southwest Airlines (WN),149.65,Nevada,Louisiana,7.313220387090301,5.008299234298708
2,332.0,1.0,Delta Air Lines (DL),147.95,Tennessee,Georgia,5.805134968916488,4.996874378846218
3,366.0,1.0,Delta Air Lines (DL),113.31,Georgia,Florida,5.902633333401366,4.730127425392475
1,948.0,2.0,United Airlines (UA),98.0,California,Colorado,6.854354502255021,4.584967478670572
4,591.0,9.0,Southwest Airlines (WN),52.0,Georgia,Illinois,6.3818160174060985,3.9512437185814275
2,1005.0,1.0,Delta Air Lines (DL),170.5,Florida,New York,6.912742820493176,5.1387352967235715
2,1953.0,1.0,Spirit Airlines (NK),78.0,Michigan,Oregon,7.577121930876679,4.356708826689592
1,588.0,6.0,JetBlue Airways (B6),111.0,Utah,California,6.376726947898627,4.709530201312334
2,628.0,1.0,United Airlines (UA),299.0,Nevada,Colorado,6.4425401664681985,5.700443573390687
3,2139.0,1.0,Delta Air Lines (DL),240.0,California,Georgia,7.668093709082406,5.480638923341991
2,695.0,1.0,Southwest Airlines (WN),114.95,Minnesota,Tennessee,6.543911845564792,4.74449725120919
2,2486.0,4.0,American Airlines (AA),340.5,Hawaii,California,7.818430272070656,5.830415125589567
4,622.0,1.0,United Airlines (UA),102.26,Maryland,Illinois,6.432940092739179,4.627518589651853
1,1501.0,3.0,Delta Air Lines (DL),103.5,Florida,Minnesota,7.313886831633462,4.639571612705423
3,1166.0,3.0,JetBlue Airways (B6),119.5,Florida,New York,7.061334366910438,4.783316371371566
2,2355.0,4.0,Hawaiian Airlines (HA),183.5,Hawaii,California,7.764296006450518,5.212214667494625
2,867.0,1.0,Alaska Airlines (AS),189.0,Washington,Nevada,6.7650389767805414,5.241747015059643
4,1269.0,1.0,Delta Air Lines (DL),183.0,Georgia,New Mexico,7.1459844677143876,5.209486152841421
4,689.0,1.0,Southwest Airlines (WN),196.86,Utah,Washington,6.535241271013659,5.282492816201065
2,1589.0,2.0,United Airlines (UA),176.5,Minnesota,California,7.370860166536716,5.173320876373351
4,666.0,4.0,Delta Air Lines (DL),299.0,Pennsylvania,Georgia,6.501289670540389,5.700443573390687
3,2422.0,8.0,Alaska Airlines (AS),171.0,New York,Washington,7.792348924113037,5.14166355650266
1,802.0,1.0,American Airlines (AA),59.5,Texas,Illinois,6.687108607866515,4.085976312551584
4,2442.0,1.0,United Airlines (UA),403.68,California,Virginia,7.80057265467065,6.000622484892748
1,2158.0,1.0,Southwest Airlines (WN),171.74,Florida,California,7.67693714581808,5.145981705244338
4,1721.0,1.0,American Airlines (AA),314.0,Illinois,Washington,7.450660796211539,5.749392985908253
3,612.0,1.0,Delta Air Lines (DL),162.5,Massachusetts,North Carolina,6.416732282512326,5.090678001769792
2,1124.0,2.0,Delta Air Lines (DL),447.5,Massachusetts,Minnesota,7.024649030453636,6.10367653771491
3,2133.0,1.0,United Airlines (UA),791.0,Arizona,New Jersey,7.665284718471351,6.673297967767654
2,319.0,12.0,JetBlue Airways (B6),72.0,Florida,Florida,5.765191102784844,4.276666119016055
3,1927.0,1.0,Alaska Airlines (AS),189.5,Washington,Michigan,7.563719668414366,5.244389024522481
2,1041.0,1.0,Southwest Airlines (WN),294.0,Florida,Texas,6.947937068614969,5.683579767338681
3,1500.0,3.0,Southwest Airlines (WN),218.5,Nevada,Louisiana,7.313220387090301,5.3867860145356445
2,1222.0,1.0,Spirit Airlines (NK),221.0,Nevada,Texas,7.108244139731541,5.3981627015177525
4,2704.0,4.0,United Airlines (UA),268.0,Massachusetts,California,7.902487437162855,5.5909869805108565
1,957.0,1.0,Southwest Airlines (WN),89.0,Florida,Texas,6.863803391452954,4.48863636973214
3,1029.0,2.0,Delta Air Lines (DL),133.58,New York,Minnesota,6.9363427358340495,4.89470054929749
2,1927.0,1.0,Delta Air Lines (DL),568.0,Michigan,Washington,7.563719668414366,6.342121418721152
4,1671.0,1.0,United Airlines (UA),279.07,Connecticut,Colorado,7.421177528595393,5.631462646409561
3,399.0,3.0,JetBlue Airways (B6),377.0,Virginia,Massachusetts,5.988961416889864,5.932245187448011
3,391.0,5.0,Delta Air Lines (DL),139.0,Colorado,Utah,5.968707559985366,4.9344739331306915
2,1426.0,1.0,Sun Country Airlines (SY),126.0,Oregon,Minnesota,7.262628600974241,4.836281906951478
2,925.0,1.0,Southwest Airlines (WN),96.0,Florida,Maryland,6.829793737512425,4.564348191467836
4,287.0,3.0,Southwest Airlines (WN),97.0,Washington,Idaho,5.659482215759621,4.574710978503383
1,794.0,1.0,Delta Air Lines (DL),137.5,Georgia,New York,6.677083461247136,4.923623917106626
4,2704.0,1.0,Alaska Airlines (AS),188.97,California,Massachusetts,7.902487437162855,5.241588272301947
3,912.0,1.0,American Airlines (AA),290.0,Texas,North Carolina,6.815639990074331,5.66988092298052
1,966.0,1.0,United Airlines (UA),125.5,Florida,Texas,6.873163834212518,4.832305758571839
4,414.0,1.0,United Airlines (UA),374.0,Nevada,California,6.025865973825314,5.924255797414532
3,532.0,1.0,Southwest Airlines (WN),295.5,California,Utah,6.2766434893416445,5.688668836846153
1,1220.0,1.0,JetBlue Airways (B6),366.0,Florida,Massachusetts,7.106606137727303,5.902633333401366
2,1182.0,1.0,United Airlines (UA),279.5,Illinois,Florida,7.074963197966044,5.633002292595154
4,696.0,3.0,Southwest Airlines (WN),149.0,Texas,Georgia,6.54534966033442,5.003946305945459
2,985.0,1.0,Southwest Airlines (WN),182.21,Indiana,Texas,6.892641641172089,5.205159868061787
3,395.0,1.0,Southwest Airlines (WN),270.0,Tennessee,Illinois,5.978885764901122,5.598421958998375
4,470.0,1.0,JetBlue Airways (B6),56.0,Florida,South Carolina,6.152732694704104,4.02535169073515
2,1024.0,2.0,Southwest Airlines (WN),74.0,Colorado,Washington,6.931471805599453,4.30406509320417
4,838.0,2.0,Southwest Airlines (WN),206.0,New Hampshire,Illinois,6.731018100482083,5.327876168789581
3,1166.0,1.0,JetBlue Airways (B6),201.0,New York,Florida,7.061334366910438,5.303304908059076
1,1488.0,1.0,Southwest Airlines (WN),255.5,Arizona,Indiana,7.305188215393037,5.543222409643759
4,986.0,1.0,Allegiant Air (G4),243.0,Indiana,Florida,6.893656354602635,5.493061443340548
4,1171.0,2.0,American Airlines (AA),392.0,Texas,California,7.065613363597717,5.971261839790462
1,889.0,1.0,Southwest Airlines (WN),373.5,California,New Mexico,6.790097235513905,5.922918004572872
1,494.0,1.0,Southwest Airlines (WN),77.0,Texas,Louisiana,6.202535517187923,4.343805421853684
4,1262.0,1.0,American Airlines (AA),357.0,Arizona,Missouri,7.140453043101158,5.877735781779639
1,698.0,9.0,Allegiant Air (G4),66.0,Florida,Kentucky,6.548219102762372,4.189654742026425
1,2295.0,1.0,Alaska Airlines (AS),115.0,California,Maryland,7.738488122494646,4.74493212836325
2,1979.0,1.0,Delta Air Lines (DL),824.0,Michigan,California,7.590346945602565,6.714170529909472
